Chiffres
MAI;maladie auto-immune
MAE;médicament anti-épileptique
MALT;mucous associated lymphoid tissue (tissu lymphoïde associé aux muqueuses)
MAP;menace d'accouchement prématuré
MAPA;monitorage ambulatoire de la pression artérielle
MAR;médecin anesthésiste-réanimateur
MAT;microangiopathie thrombotique
MAV;malformation artério-veineuse ou mesure de l'acuité visuelle
MB;métabolisme basal
Mbb;membrane basale
MC;maladie coronarienne
MCAS;maladie cardiaque athérosclérotique
MCE;massage cardiaque externe
MCJ;maladie de Creutzfeldt-Jakob
MCO;médecine, chirurgie, gynécologie obstétrique
MCP;métacarpo-phalangienne
MCTM;maladie des calcifications tendineuses multiples
MCV;maladie cardiovasculaire
MD;médecin, du latin medicinae doctor signifiant docteur en médecine
MDH;maladie de Hodgkin
MDM;Médecins du monde
ME;microscope électronique
MEC;mise en charge
MF;médecin de famille
MFÉ;monitoring fœtal électronique
MFIU;mort fœtale in utero
MFM;Myofasciite à macrophages
MGUS;gammapathie monoclonale de signification indéterminée
MI;myocardial infarction (Infarctus du myocarde)
MII;maladie inflammatoire de l'intestin
MICI;maladies inflammatoires chroniques de l'intestin
MID;membre inférieur droit
MIG;membre inférieur gauche
MIBG;méta-iodobenzylguanidine (utilisée en scintigraphie)
MM;mélanome malin
MMH;maladie des membranes hyalines
MMS;mini-mental state (test de dépistage des démences)
MNA;mini nutritional assesment : évaluation de l'état nutritionnel
MNI;mononucléose infectieuse
MP;maladie professionnelle
MPOC;maladie pulmonaire obstructive chronique
MROP;maladie reconnue d'origine professionnelle
MRV;murmure respiratoire vésiculaire
MS;membre supérieur
MSD;membre supérieur droite
MSF;Médecins sans frontières
MSG;membre supérieur gauche
Mô;morphine
MSN;mort subite du nourrisson
MSP;mise en situation professionnelle (étude d'infirmier)
MST;maladie sexuellement transmissible
MT;médecin traitant
MTE;maladie thromboembolique ou marge thérapeutique étroite
MTP;(articulation) métatarso-phalangienne
MTS;maladie transmissible sexuellement
MVAS;maladie vasculaire athérosclérotique
MV;murmure vésiculaire
MU;médecin d'urgence
MVC;maladie veineuse chronique
MVE;maladie à virus Ebola
MVO;maladie veino-occlusive
MW;maladie de Willebrand
Mx;médication
N
N+ / n+;nausée
Na;natrémie
NACO;nouveaux anticoagulants oraux
NAS;néphroangiosclérose
NASH;Non-alcoholic steatohepatitis
NCB;névralgie cervico-brachiale
NDS;niveau de soins
NEM;néoplasie endocrinienne multiple
NF;neurofibromatose
NFS;numération formule sanguine
NHA;niveau hydro-aérique
NIA;néphrite interstitielle aiguë
NIC;néphropathie interstitielle chronique
NK;natural killer (lymphocyte tueur naturel)
NLP;neuroleptiques
NMDA;acide N-méthyl-D-aspartique
NOIA;neuropathie optique ischémique antérieure
NOIAA;neuropathie optique ischémique antérieure aiguë
NORB;névrite optique rétrobulbaire
NPO;"à jeûn, du latin nil per os signifiant ""rien par la bouche"""
NPS;« ne pas substituer », mention sur une ordonnance pour exclure la délivrance d'un produit générique
NRS;nourrisson
NS;"de ""normal salin"", signifiant solution saline isotonique"
NSIP;non-specific interstitial pneumonia (pneumonie non-specifique interstitielle (en))
NSU;négligence spatiale unilatérale
NTA;nécrose tubulaire aiguë
NTIA;néphrite tubulo-interstitielle aiguë
NYHA;critères de la NYHA (New York Heart Association), dans l'insuffisance cardiaque
O
O2T;oxygénothérapie
OAD;one a day (une fois par jour) ou (artère sur une vue) oblique anterieure droite
OAP;œdème aigu du poumon
OACR;occlusion de l'artère centrale de la rétine
OCT;optical coherence tomography, Tomographie en cohérence optique
OD;ocula dexter, œil droit ou oreillette droite
ODF;orthopédie dento-faciale
ODM;ostéodensitométrie
OG;œil gauche ou oreillette gauche
OGD;œsogastroduodénoscopie
OGE;organes génitaux externes (voir appareil reproducteur)
OH;orifice herniaire
OLD;oxygénation longue durée
OMA;otite moyenne aiguë
OMI;œdème des membres inférieurs
OMS;Organisation mondiale de la santé
ONA;ostéonécrose aseptique
OPH;œdème pulmonaire hémodynamique ou Ostéochondrite Primitive de la Hanche (aussi appelée Maladie de Legg-Calvé-Perthes)
OPS;orange palpebral spots
OPT;orthopantomogramme
ORL;oto-rhino-laryngologie
OS;ocula sinister (œil gauche)
OU;oculus uterque (les deux yeux)
OVCR;Occlusion de la veine centrale de la rétine
OX3;orienté dans les trois sphères
P
p;bras court d'un chromosome (Génétique)
PA;pression artérielle, personne âgée, pancréatite aiguë, prostatite aiguë ou principe actif
PAAP;polyneuropathie axonale ascendante progressive
PAB;préposé aux bénéficiaires
PAC;praticien associé contractuel, pontage aorto-coronarien, port-a-cath ou pneumopathie aiguë communautaire
PACS;Picture archiving and communication system
PaCO2;pression artérielle partielle en dioxyde de carbone
PAD;pression artérielle diastolique
PAL;phosphatase alcaline
PAM;pression artérielle moyenne, polyangéite microscopique ou modulation d'impulsions en amplitude (en)
PAN;périartérite noueuse
PaO2;pression artérielle partielle en oxygène
PAPO;pression artérielle pulmonaire d'occlusion
PAR;polyarthrite rhumatoïde (utilisé au Canada français)
PAS;pression artérielle systolique
PAS;(Periodic Acid Schiff) coloration utilisée en histologie
PASS;permanences d'accès aux soins de santé
PBH;ponction biopsie hépatique
PBR;ponction biopsie rénale
PBS;péritonite bactérienne spontanée
PC;périmètre crânien, post cibum (après les repas ou post prandial) ou perte de connaissance
PCI;prévention contre les infections ou perte de conscience initiale (dans un contexte de traumatisme crânien)
PCC;pancréatite chronique calcifiante
PCE;polyarthrite chronique évolutive
PCM;pâleur cutanéo-muqueuse
PCP;pression capillaire pulmonaire
PCR;polymerase chain-reaction (réaction en chaîne par polymérase)
PCT;procalcitonine
PD;péridurale
PDA;préparation des doses à administrer
PDC;perte de connaissance
PDF;produit de dégradation de la fibrine
PDGF;platelet-derived growth factor (facteur de croissance des plaquettes)
PDL;produit dose x longueur en radiologie
PEA;potentiel évoqué auditif
PEAG;pustulose exanthématique aiguë généralisée
PEAI;polyendocrinopathie auto-immune
PEC;prise en charge
PEEP;positive end-expiratory pressure (en anglais) ou PEP (en français)
PEP;pression expiratoire positive (Voir PEEP)
PERL;pupilles égales et réactives à la lumière
PERLA;pupilles et réactives à la lumière ainsi qu'à l'accommodation
PESS;Panencéphalite sclérosante subaiguë
PEV;pyélographie endoveineuse
PF;paralysie faciale
PFC;plasma frais congelé
PFLA;pneumonie franche lobaire aiguë
PG;prostaglandine
PH;praticien hospitalier, pheochromocytome ou potentiel hydrogène
PHC;psychose hallucinatoire chronique
PHT;Pressure Half-Time (temps de demi-croissance de l'onde)
PIC;pression intra-crânienne
Pic V;pic de vélosité
PID;pneumopathie interstitielle diffuse
PIF;Prolactin Inhibitory Factor (dopamine)
PIO;pression intra-oculaire
PKAD;polykystose rénale autosomique dominante (ou PKD)
PL;ponction lombaire ou pertes liquides
PLS;position latérale de sécurité
PM;pacemaker (stimulateur cardiaque) ou prémédication
PMI;protection maternelle et infantile
PMA;procréation médicalement assistée
PMAD;programme de maintien à domicile
PMD;psychose maniaco-dépressive (appelée dorénavant trouble bipolaire)
PMO;prélèvements multi-organes
PMP;pacemaker permanent
PMR;Polymyalgie rhumatoïde ou personne à mobilité réduite
PMSI;programme de médicalisation des systèmes d'information
PN;polynucléaire
PNA;pyélonéphrite aiguë
PNB;polynucléaire basophile
PNC;pénicilline
PNE;polynucléaire éosinophile
PNI;pression artérielle non invasive
PNN;polynucléaire neutrophile
PNP;Pneumopathie
PNP;Polyneuropathie
po;per os administration de médicaments ou de nourriture par voie orale
POIC;pseudo-obstruction intestinale chronique
POM;paralysie du nerf oculomoteur
POMC;pro-opiomélanocortine
PP;placenta praevia, pression de perfusion ou pneumopéritoine
PPC;pression de perfusion cérébrale
PPD;Purified Protein Derivative (test Mantoux)
PPE;prophylaxie post-exposition
PPR;pseudo-polyarthrite rhizomélique
PPRST;poumon, prostate, rein, sein, thyroïde (localisation de cancers ostéophiles)
PPS;programme personnalisé de soins
PPSB;Prothrombin-Proconvertin-Stuart factor B (facteur antihémophilique B, une protéine plasmatique)
PPVG;paroi postérieure du ventricule gauche
PR;prélèvement rectal, premières règles, punch rénal (en), intervalle PR, polyarthrite rhumatoïde (ou PCE), Paralysie récurrentielle
PRES;posterior reversible encephalopathy syndrome (en)
PRI;Protéines de la réaction inflammatoire
PRL;prolactine
PRN;pro re nata (en) (« au besoin ») ou polyradiculonévrite
PS;pertes sanguines
PSA;prostatic specific antigen (antigène prostatique spécifique), plaque simple de l'abdomen (voir radiographie)
PSDP;Pneumocoque de sensibilité diminuée à la pénicilline
PSE;pousse-seringue électrique
PSH;périarthrite scapulohumérale
PSL;produit sanguin labile
PTG;prothèse totale de genou
PTH;Parathyroïd hormone (parathormone) ou prothèse totale de hanche)
PTI;purpura thrombopénique immunologique
PTT;Purpura thrombotique thrombocytopénique
PTV;potentiels tardifs ventriculaires
PU;praticien universitaire ou protéinurie
PU-PH;professeur des universités – praticien hospitalier
PV;prélèvement vaginal
PVC;pression veineuse centrale
PVM;petite valve mitrale
Q
q;bras long d'un chromosome
QD;quaque die (chaque jour, pour une prise de médicament)
QI;quotient intellectuel
QID;quatro in die (quatre fois par jour)
QRS;complexe QRS
QS;question spécifique, abréviation fréquemment utilisée dans les livres de préparation à l'ECN, ou Quantum satis, équivalent international de QSP
QSP;quantité suffisante pour
QT;segment QT
R
RA;"rétrécissement aortique ; ou rachi-anesthésie ; ou réserves alcalines (HCO3-)"
RAA;rhumatisme articulaire aigu
RAC;rétrécissement aortique calcifié
RAD;retour à domicile
RAI;recherche d'anticorps irréguliers
RAISIN;réseau d’alerte, d’investigation et de surveillance des infections nosocomiales
RAM;rupture artificielle des membranes ou rééducation à la marche (médecine physique et de réadaptation)
RAo;rétrécissement aortique
RAP;résistance artérielle pulmonaire
RAST;radioallergosorbant test (dosage radio immunologique des IgE spécifiques d’un allergène)
RAT;retour au travail
RAU;rétention aiguë d'urine
RB;rétinopathie diabétique
RBNP;rétinopathie diabétique non proliférante
RBP;rétinopathie diabétique proliférante
RBPP;rétinopathie diabétique pré-proliférante
RCA;réflexe cutané abdominal
RCF;rythme cardiaque fœtal
RCH;recto-colite hémorragique
RCIU;retard de croissance intra-utérin
RCM;rubéole congénitale malformative
RCP;résumé des caractéristiques du produit, réanimation cardio-pulmonaire, réunion de concertation pluridisciplinaire ou réflexe cutané plantaire
RCR;réanimation cardio-respiratoire ou rythme cardiaque régulier
RCUH;recto-colique ulcero-hémorragique
RDS;revue des systèmes
REV;résection endoscopique de vessie
RGO;reflux gastro-œsophagien
Rh;rhésus
RH;restriction hydrique
RHD;règles hygiéno-diététiques
RHJ;reflux hépato-jugulaire
RIC;rhumatismes chroniques inflammatoires
RIVA;rythme idioventriculaire accéléré
RM;rétrécissement mitral
RMM;revue de mortalité et de morbidité
RMN;résonance magnétique nucléaire
RMO;référence médicale opposable
R/O;rule out (à éliminer)
ROFI;réduction ouverte avec fixation interne
ROH;alcool
ROR;rougeole-oreillons-rubéole
RoRx;radiothérapie
ROT;réflexe ostéo-tendineux
RP;radiographie pulmonaire
RPM;rupture prématurée des membranes, réflexe photomoteur ou [[résidu post-mictionnel
RPT;résistance pulmonaire totale
RPTG;reprise de prothèse totale du genou
RPTH;reprise de prothèse totale de hanche
RR;risque relatif
RRS;rythme régulier sinusal
RS;rythme sinusal
RSN;rythme sinusal normal
RT;reverse transcription (transcription inverse)
rTPA;Activateur tissulaire du plasminogène (t-PA)
RTUP;résection transuréthrale de prostate
RTUTV;résection transurethrale des tumeurs de vessie
RU;révision utérine
RVA;remplacement de valve aortique
RVG;(artère) rétro-ventriculaire gauche
RVPA;retour veineux pulmonaire anormal
RVS;résistance vasculaire systémique
RVU;rachitisme vitamino-résistant ou reflux vésico-urétéral
Rx ou ℞;prescription
RX;radiographie
RxT;radiographie du thorax
S
SA;semaines d'aménorrhée, soins ambulatoires ou Syndrome d'Asperger
SAA;Protéine Sérum Amyloïde A
SAD;sonde à demeure ou soins à domicile
SAF;syndrome d'alcoolisation fœtale
SAG;sous anesthésie générale ou symptômes d'allure grippale
SAHS;syndrome d'apnées/hypopnée du sommeil
SAM;syndrome d'activation macrophagique
SAMU;service d'aide médicale urgente
SaO2;saturation artérielle en oxygène
SAOS;syndrome des apnées obstructives du sommeil
SAP;Protéine Sérum Amyloïde P
SAPL;syndrome des antiphospholipides
SAR;sténose de l'artère rénale
SARM;staphylococcus aureus résistant à la méticilline
SAS;Syndrome d'apnées du sommeil ou sténose aortique serrée
SASM;Staphylococcus aureus sensible à la méticilline
SAT;sérologie anti-tétanique
SAU;service d'accueil des urgences
SBI;syndrome biologique inflammatoire
SBS;Syndrome du bébé secoué
SC;sous-cutanée ou Surface corporelle
SCA;syndrome coronarien aigu (moins usité)
SCB;surface corporelle brûlée
SCI;syndrome du côlon irritable
SCID;Severe combined immunodeficiency (déficit immunitaire combiné sévère)
SCM;(muscle) sterno-cléido-mastoïdien
SCN;staphylocoque à coagulase négative
SDHEA;sulfate de déhydroépiandrostérone (précurseur androgénique dosé en cas d'hyperandrogénisme (SOPK))
SDL;signe de lutte
SDMV;syndrome de défaillance multiviscérale
SDN;salle de naissance
SDRA;syndrome de détresse respiratoire aiguë (ou « de l'adulte »)
SE;seringue électrique
SEES;sonde d'entraînement électro-systolique
SEGP;Syndrome d'excitation génitale persistante
SEP;sclérose en plaques
SERM;modulateurs sélectifs des récepteurs aux œstrogènes
SF;sage-femme
SFA;souffrance fœtale aiguë
SFU;signes fonctionnels urinaires
SGA;streptocoque du groupe A
SGB;syndrome de Guillain-Barré ou streptocoque du groupe B
SGO;surface de l'oreillette (auriculaire) gauche
SHA;solution hydro-alcoolique
SHU;syndrome hémolytique et urémique ou service hospitalo-universitaire
SIADH;syndrome de sécrétion inappropriée d'hormone anti-diurétique
SID;semel in die (une fois par jour, pour les médicaments)
SIDA;syndrome d'immunodéficience acquise
SIH;système d'information hospitalier
SIR;système d'information de radiologie
SIV;septum interventriculaire
SJSR;Syndrome des jambes sans repos
SLA;sclérose latérale amyotrophique
SLD;soins de longue durée
SLG;syndrome de Lennox-Gastaut
SMA;service médical d'accueil
SMD;syndrome myélodysplasique
SMG;splénomégalie
SMR;service médical rendu
SMS;sciences médico-sociales
SMT;stimulation magnétique transcrânienne
SMUR;service médical d'urgence et de réanimation
SN;Syndrome néphrotique
SNA;système nerveux autonome
SNC;système nerveux central
SNG;sonde naso-gastrique
SNM;syndrome neuroleptique malin
SNP;système nerveux périphérique
SOP;soins operatoire ou syndrome ovarien polykystique
SOPK;syndrome des ovaires polykystiques
SOR;surface de l'orifice régurgitant
SPA;spondylarthrite ankylosante
SPE;sciatique poplité externe
SPI;sciatique poplité interne
SPUPD;syndrome polyuro-polydipsique
SRAA;système rénine-angiotensine-aldostérone
SRAS;syndrome respiratoire aigu sévère
SRIS;syndrome de réponse inflammatoire systémique
SSI;sérum salé isotonique
SSPI;salle de surveillance post-interventionnelle
SSPO;salle de surveillance post-opératoire
SSR;soins de suite et de réadaptation
STAT;urgent, immédiatement
Sti VD;stimulation ventriculaire droite programmée
SU;salle d'urgence
SUG;sillon urogénital
SV;sonde vésicale
SVCR;syndrome de vasoconstriction cérebrale réversible
T
T3;triiodothyronine
T4;thyroxine
TA;tension artérielle, tentative d'autolyse, trou anionique, ou tissu adipeux
TABC;tronc artériel brachio-céphalique
TAC/FA;tachy-arythmie complète par fibrillation auriculaire
TAG;Troubles Anxieux Généralisés
TAP;thoraco-abdomino-pelvien
TAS;tension artérielle systolique
TAVI;implantation transcatheter d'une valve aortique
TB;tuberculose, tb : trouble
TC;traumatisme crânien
TCA;trouble du comportement alimentaire ou temps de céphaline activée
TCC;traumatisme crâniocérébral ou thérapie cognitivo-comportementale
TCCL;traumatisme crâniocérébral léger
TCCNA;traumatisme crâniocérébral non accidentel
TCG;troubles crâniens graves
TCK;temps de céphaline kaolin
TCMH;teneur corpusculaire moyenne en hémoglobine
TDA;trouble du déficit d'attention
TDAH;trouble du déficit de l'attention avec ou sans hyperactivité
TDD;tableau de description
TDM;tomodensitométrie
TDR;test de diagnostic rapide ou troubles du rythme cardiaque
TEC;transfert d'embryon congelé
TED;trouble envahissant du développement
TEG;trouble d'état général
TEMP;tomographie à émission monophotonique
TEP;tomographie par émission de positons tuberculose extra pulmonaire
TET;tube endotrachéal
TFI;troubles fonctionnels intestinaux
TG;triglycérides
TGMH;teneur globulaire moyenne en hémoglobine
TGO;transaminase glutamo oxaloacétique
TGP;transaminase glutamo pyruvique
TGV;transposition des gros vaisseaux
THC;tétrahydrocannabinol
THM;Take Home Message
THS;traitement hormono-substitutif
TIAC;toxi-infection alimentaire collective
TIC;tension intra-crânienne
TID (ter in die);trois fois par jour
TIH;thrombopénie induite à l'héparine
TIO;tension intra-oculaire
TIPMP;tumeur intracanalaire papillaire et mucineuse du pancréas
TIPS;Transjugular intrahepatic portosystemic Shunt (shunt intra-hépatique par voie transjugulaire)
TJ;turgescence jugulaire
TM;trou maculaire
TMC;trapézo-métacarpienne (articulation)
TME;test de maintien à l'éveil (trouble du sommeil) ou excision totale du mésorectum (en)
TMS;test de migration survie (des spermatozoïdes)
TNF;tumor necrosis factor (facteur de nécrose tumorale, voir aussi famille du facteur de nécrose tumorale)
TNG;tube nasogastrique
TNM;tumor nodes metastasis (classification tumeur-nœuds-métastases)
TO;tension oculaire
TOC;trouble obsessionnel compulsif
TOGD;transit œsogastroduodénal
TP;taux de prothrombine
TPHA;treponema pallidum haemagglutination assay (dosage par hémagglutination de Treponema pallidum)
TPP;thrombophlébite profonde
TPS;thrombophlébite superficielle
TR;toucher rectal
TRH;thyrotropin releasing hormone (hormone thyréotrope)
TS;tentative de suicide (ou tentative d'autolyse, TA), temps de saignement, transfusion sanguine ou travailleur social
TSH;thyroid stimulating hormone (thyréostimuline)
TSA;troncs supra-aortiques
TSV;tachycardie supraventriculaire
TSVP;tachycardie supraventriculaire paroxystique
Tt / ttt;traitement
TTA;tubérosité tibiale antérieure
TV;tachycardie ventriculaire ou toucher vaginal
TVBC;tronc veineux brachiocéphalique
TVC;thrombose veineuse cérébrale
TVM;thrombose veineuse musculaire
TVO;trouble ventilatoire obstructif
TVP;thrombose veineuse profonde
TVPD;thrombose veineuse profonde distale
TVPP;thrombose veineuse profonde proximale
TVR;trouble ventilatoire restrictif
TVS;thrombose veineuse superficielle
U
UAEO;unité d'accueil, d'évaluation et d'orientation
UCC;unité cognitivo-comportementale
UCR;urétrocystographie rétrograde
UCSA;unité de consultation et de soins ambulatoires
UDI;utilisateur de drogue injectable
UDIV;utilisateur de drogue intraveineuse
UF;unité fonctionnelle prescriptrice ou ultrafiltrat
UFC;unité faisant colonie
UGD;ulcère gastroduodénal
UHCD;unité d'hospitalisation courte durée
UHR;unité d'hébergement renforcé]]
UI;unité internationale
UIP;usual interstitial pneumonia (pneumonie interstitielle usuelle
UIV;urographie intraveineuse
UMASP;unité mobile d'accompagnement et de soins palliatifs
UMF;unité de médecine familiale
UNVA;unité neurologique vasculaire aigu
UP;unité plaquettaire
UPA;unité paquets-années
Upatou;unité de proximité d'accueil, de traitement et d'orientation des urgences
UPR;urétéro-pyélographie rétrograde (en)
URFI;unité de réadaptation fonctionnelle intensive
USC;unité de surveillance continue
USI;unité de soins intensifs
USLD;unité de soins et de longue durée
USPA;unité de soins post-anesthésie
UTRF;unité transitoire de réadaptation fonctionnelle
V
V+ / v+;vomissement
VAC;vacuum-assisted closure (Thérapie par pression négative ou traitement des Plaies par Pression Négative) ou ventilation assistée contrôlée
VAD;visite à domicile
VADS;voies aérodigestives supérieures
VAS / VAES;voies aériennes supérieures
VAT;vaccination anti-tétanique
VBEH;Voies biliaires extra-hépatiques
VBIH;Voies biliaires intra-hépatiques
VBP;voie biliaire principale
VC;volume courant
VCI;Veine cave inférieure
VCS;Veine cave supérieure
VD;ventricule droit
Vd;vélocité diastolique (sonographie Doppler) ou volume de dilution
VDRL;veneral disease research laboratory (laboratoire de recherche sur la maladie vénérienne)
VEMS;volume maximal expiré pendant la première seconde
VES;volume d'éjection systolique
VG;ventricule gauche
VGM;volume globulaire moyen
VGTD;ventricule gauche télédiastolique
VH;vessie hyperactive
VHA;virus de l'hépatite A
VHB;virus de l'hépatite B
VHC;virus de l'hépatite C
VHD;virus de l'hépatite D
VHE;virus de l'hépatite E
VI;ventilation invasive (intubation)
VIH;virus de l'immunodéficience humaine
VIP;vasoactive intestinal peptide (peptide vasoactif intestinal)
VLDL;very low density lipoprotein (lipoprotéine de très basse densité)
VM;valve mitrale ou ventilation mécanique
VMS;vitesse maximale systolique
VNG;vidéo nystagmographie
VNI;ventilation non invasive
VNR;Valeur nutritionnelle de référence
VO;varices œsophagiennes (stade I, II ou III)
VO2max;consommation maximale d'oxygène, exprimée en l/min
VOP;vitesse d'onde de pouls
VPH;virus du papillome humain
VPN;valeur prédictive négative
VPP;valeur prédictive positive
VPPB;Vertige paroxystique positionnel bénin
VR;volume résiduel
VRE;volume de réserve expiratoire
VRI;volume de réserve inspiratoire
VRS;virus respiratoire syncytial
VS;vitesse de sédimentation
VSAI;ventilation spontanée avec aide inspiratoire
VSH;veines sus-hépatiques (ancienne nomenclature anatomique)
VSL;véhicule sanitaire léger
VS-PAP;Ventilation spontanée en pression aspiration positive (CPAP en anglais)
VTD;volume télé-diastolique
VTI;Velocity-Time Integral (intégrale temps-vitesse du flux aortique)
VTS;volume télé-systolique
VV;vibrations vocales
VVC;voie veineuse centrale
VVP;voie veineuse périphérique
W
WPW;syndrome de Wolff-Parkinson-White
